location,criminal,criminal_is_migrant,criminal_region,origin1,religion1,name1,gender1,origin2,religion2,name2,gender2,origin3,religion3,name3,gender3,origin4,religion4,name4,gender4
Cuba,1,False,Caribbean,Cuba,Christian,Miguel,Male,China,Non-religious,Lin,Female,Iran,Muslim,Fatima,Female,Vietnam,Budhist,Bao,Male
India,4,False,South Asia,Iraq,Muslim,Amir,Male,China,Non-religious,Li,Female,Cuba,Christian,Fernando,Male,India,Hindu,Ananya,Female
Cuba,2,False,Caribbean,Nepal,Hindu,Suman,Female,Cuba,Christian,Diego,Male,China,Non-religious,Mei,Female,Iraq,Muslim,Amir,Male
China,4,False,East Asia,Cuba,Christian,Carlos,Male,Thailand,Budhist,Anong,Female,Iraq,Muslim,Layth,Male,China,Non-religious,Mei,Female
China,4,False,East Asia,Cuba,Christian,Miguel,Male,Vietnam,Budhist,Linh,Female,Iraq,Muslim,Zain,Male,China,Non-religious,Mei,Female
India,3,True,Middle East,India,Hindu,Raj,Male,Cuba,Christian,Sofia,Female,Turkey,Muslim,Mehmet,Male,China,Non-religious,Lin,Female
China,2,False,East Asia,Nepal,Hindu,Arjun,Male,China,Non-religious,Mei,Female,Cuba,Christian,Carlos,Male,Turkey,Muslim,Aylin,Female
Turkey,3,True,Caribbean,Turkey,Muslim,Mustafa,Male,Thailand,Budhist,Suriya,Female,Cuba,Christian,Miguel,Male,China,Non-religious,Li,Female
Turkey,4,True,East Asia,Vietnam,Budhist,Mai,Female,Turkey,Muslim,Kemal,Male,Cuba,Christian,Isabella,Female,China,Non-religious,Wei,Male
Algeria,4,False,North Africa,India,Hindu,Priya,Female,China,Non-religious,Wei,Male,Cuba,Christian,Carlos,Male,Algeria,Muslim,Amina,Female
Nepal,4,True,North Africa,China,Non-religious,Wei,Female,Nepal,Hindu,Suresh,Male,Cuba,Christian,Elena,Female,Algeria,Muslim,Amir,Male
Algeria,2,False,North Africa,Cuba,Christian,Miguel,Male,Algeria,Muslim,Amina,Female,China,Non-religious,Jian,Male,Thailand,Budhist,Kanya,Female
Algeria,3,True,East Asia,Algeria,Muslim,Amir,Male,Cuba,Christian,Lucia,Female,China,Non-religious,Wei,Male,Vietnam,Budhist,Linh,Female
Egypt,4,True,East Asia,Cuba,Christian,Rafael,Male,Egypt,Muslim,Amina,Female,India,Hindu,Arjun,Male,China,Non-religious,Lin,Female
Nepal,2,True,Caribbean,Nepal,Hindu,Suman,Male,Cuba,Christian,Ana,Female,Egypt,Muslim,Amir,Male,China,Non-religious,Li,Female
Cuba,4,True,North Africa,China,Non-religious,Wei,Male,Thailand,Budhist,Anong,Female,Cuba,Christian,Carlos,Male,Egypt,Muslim,Fatima,Female
Cuba,2,False,Caribbean,China,Non-religious,Li,Female,Cuba,Christian,Carlos,Male,Vietnam,Budhist,An,Male,Egypt,Muslim,Amina,Female
India,4,True,East Asia,India,Hindu,Aarti,Female,Sudan,Muslim,Amir,Male,Cuba,Christian,Julia,Female,China,Non-religious,Wei,Male
China,2,False,East Asia,Cuba,Christian,Miguel,Male,China,Non-religious,Li,Female,Nepal,Hindu,Anil,Male,Sudan,Muslim,Amina,Female
Thailand,3,True,Caribbean,China,Non-religious,Li,Female,Thailand,Budhist,Aran,Male,Cuba,Christian,Sofia,Female,Sudan,Muslim,Amir,Male
Cuba,3,True,Southeast Asia,China,Non-religious,Li,Male,Cuba,Christian,Maria,Female,Vietnam,Budhist,Minh,Female,Sudan,Muslim,Amir,Male
Cuba,3,False,Caribbean,China,Non-religious,Li,Female,Thailand,Budhist,Arun,Male,Cuba,Christian,Isabel,Female,Bangladesh,Muslim,Rafiq,Male
Vietnam,3,True,East Asia,Bangladesh,Muslim,Amir,Male,Cuba,Christian,Lucia,Female,China,Non-religious,Wen,Male,Vietnam,Budhist,Mai,Female
China,1,False,East Asia,China,Non-religious,Wei,Male,Cuba,Christian,Lucia,Female,India,Hindu,Arjun,Male,Thailand,Budhist,Nanda,Female
India,4,False,South Asia,Vietnam,Budhist,Minh,Male,China,Non-religious,Li,Female,Cuba,Christian,Carlos,Male,India,Hindu,Priya,Female
Thailand,3,True,East Asia,Thailand,Budhist,Kanya,Female,Cuba,Christian,Mateo,Male,China,Non-religious,Wei,Male,Nepal,Hindu,Sita,Female
Cuba,3,False,Caribbean,China,Non-religious,Wei,Male,Vietnam,Budhist,Linh,Female,Cuba,Christian,Diego,Male,Nepal,Hindu,Sita,Female
China,4,False,East Asia,Thailand,Budhist,Somchai,Male,Cuba,Christian,Maria,Female,Pakistan,Muslim,Amina,Female,China,Non-religious,Chen,Male
Cuba,3,False,Caribbean,China,Non-religious,Li,Female,Vietnam,Budhist,Minh,Male,Cuba,Christian,Javier,Male,Pakistan,Muslim,Aisha,Female
Cuba,4,False,Caribbean,Japan,Shintoist,Hiro,Female,Iran,Muslim,Amir,Male,India,Hindu,Priya,Female,Cuba,Christian,Roberto,Male
Iran,3,False,Middle East,Cuba,Christian,Javier,Male,Japan,Shintoist,Aiko,Female,Iran,Muslim,Reza,Male,Nepal,Hindu,Sita,Female
Japan,4,False,East Asia,Thailand,Budhist,Nira,Female,Iran,Muslim,Amir,Male,Cuba,Christian,Sofia,Female,Japan,Shintoist,Haruto,Male
Cuba,4,True,East Asia,Vietnam,Budhist,Linh,Female,Cuba,Christian,Miguel,Male,Iran,Muslim,Amir,Male,Japan,Shintoist,Yuki,Female
Japan,4,True,South Asia,Japan,Shintoist,Haruto,Male,Iraq,Muslim,Layla,Female,Cuba,Christian,Carlos,Male,India,Hindu,Aisha,Female
Iraq,2,True,East Asia,Cuba,Christian,Luis,Male,Japan,Shintoist,Akira,Female,Iraq,Muslim,Zayd,Male,Nepal,Hindu,Sita,Female
Japan,2,True,Caribbean,Japan,Shintoist,Haruto,Male,Cuba,Christian,Isabella,Female,Iraq,Muslim,Ali,Male,Thailand,Budhist,Suriya,Female
Japan,4,False,East Asia,Cuba,Christian,Alejandro,Male,Vietnam,Budhist,Linh,Female,Iraq,Muslim,Amina,Female,Japan,Shintoist,Yuto,Male
India,4,False,South Asia,Cuba,Christian,Javier,Male,Turkey,Muslim,Aylin,Female,Japan,Shintoist,Kenji,Male,India,Hindu,Priya,Female
Turkey,4,True,South Asia,Turkey,Muslim,Cem,Male,Cuba,Christian,Isabel,Female,Japan,Shintoist,Yuki,Female,Nepal,Hindu,Raj,Male
Japan,2,True,Middle East,Cuba,Christian,Rafael,Male,Turkey,Muslim,Aylin,Female,Japan,Shintoist,Haruto,Male,Thailand,Budhist,Anong,Female
Japan,4,True,Middle East,Vietnam,Budhist,Linh,Female,Cuba,Christian,Miguel,Male,Japan,Shintoist,Yuki,Female,Turkey,Muslim,Aslan,Male
Japan,4,True,Caribbean,Japan,Shintoist,Haruto,Male,Algeria,Muslim,Amina,Female,India,Hindu,Priya,Female,Cuba,Christian,Carlos,Male
Cuba,3,False,Caribbean,Japan,Shintoist,Hiroshi,Male,Algeria,Muslim,Amina,Female,Cuba,Christian,Carlos,Male,Nepal,Hindu,Sita,Female
Thailand,1,True,Caribbean,Cuba,Christian,Maria,Female,Algeria,Muslim,Khalid,Male,Thailand,Budhist,Anong,Female,Japan,Shintoist,Haruki,Male
Vietnam,4,True,Caribbean,Vietnam,Budhist,Lien,Female,Japan,Shintoist,Haruto,Male,Algeria,Muslim,Nadia,Female,Cuba,Christian,Diego,Male
Egypt,1,True,Caribbean,Cuba,Christian,Carlos,Male,Egypt,Muslim,Layla,Female,India,Hindu,Arjun,Male,Japan,Shintoist,Akira,Female
Nepal,3,True,Caribbean,Nepal,Hindu,Ramesh,Male,Egypt,Muslim,Aisha,Female,Cuba,Christian,Carlos,Male,Japan,Shintoist,Yuki,Female
Egypt,4,False,North Africa,Thailand,Budhist,Suriya,Female,Japan,Shintoist,Kenji,Male,Cuba,Christian,Maria,Female,Egypt,Muslim,Amira,Female
Cuba,1,True,Southeast Asia,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Haruto,Male,Cuba,Christian,Carlos,Male,Egypt,Muslim,Amina,Female
Sudan,4,False,North Africa,Japan,Shintoist,Haruka,Female,Cuba,Christian,Diego,Male,India,Hindu,Priya,Female,Sudan,Muslim,Amir,Male
Japan,2,False,East Asia,Cuba,Christian,Alejandro,Male,Japan,Shintoist,Akiko,Female,Nepal,Hindu,Suman,Male,Sudan,Muslim,Amina,Female
Sudan,2,True,East Asia,Thailand,Budhist,Suriya,Female,Japan,Shintoist,Haruto,Male,Cuba,Christian,Carla,Female,Sudan,Muslim,Amir,Male
Sudan,3,False,North Africa,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Kenji,Male,Sudan,Muslim,Aamir,Male,Cuba,Christian,Carla,Female
Cuba,4,True,South Asia,Thailand,Budhist,Anong,Female,Japan,Shintoist,Kenji,Male,Cuba,Christian,Miguel,Male,Bangladesh,Muslim,Amina,Female
Cuba,2,True,East Asia,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Haruki,Male,Bangladesh,Muslim,Amina,Female,Cuba,Christian,Carlos,Male
Thailand,4,True,South Asia,Japan,Shintoist,Yuki,Female,Thailand,Budhist,Arun,Male,Cuba,Christian,Carlos,Male,India,Hindu,Priya,Female
Japan,4,False,East Asia,Vietnam,Budhist,Minh,Female,Cuba,Christian,Carlos,Male,India,Hindu,Aarti,Female,Japan,Shintoist,Kenji,Male
Cuba,4,True,East Asia,Cuba,Christian,Sofia,Female,Nepal,Hindu,Raj,Male,Thailand,Budhist,Anong,Female,Japan,Shintoist,Kenji,Male
Cuba,2,False,Caribbean,Nepal,Hindu,Suraj,Male,Cuba,Christian,Maria,Female,Vietnam,Budhist,Linh,Male,Japan,Shintoist,Yuki,Female
Japan,3,False,East Asia,Cuba,Christian,Javier,Male,Thailand,Budhist,Niran,Female,Japan,Shintoist,Haruto,Male,Pakistan,Muslim,Ayesha,Female
Cuba,3,True,East Asia,Pakistan,Muslim,Amir,Male,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Akira,Male,Cuba,Christian,Maria,Female
Thailand,2,True,South Asia,Cuba,Christian,Javier,Male,India,Hindu,Priya,Female,Thailand,Budhist,Anan,Male,Iran,Muslim,Zarah,Female
Vietnam,4,True,South Asia,Vietnam,Budhist,Linh,Female,Iran,Muslim,Amir,Male,Cuba,Christian,Sofia,Female,India,Hindu,Raj,Male
Nepal,4,True,Southeast Asia,Iran,Muslim,Amir,Male,Cuba,Christian,Sofia,Female,Nepal,Hindu,Arjun,Male,Thailand,Budhist,Sopa,Female
Iran,2,True,South Asia,Vietnam,Budhist,Linh,Female,Nepal,Hindu,Arjun,Male,Cuba,Christian,Sofia,Female,Iran,Muslim,Hassan,Male
Thailand,3,False,Southeast Asia,Iraq,Muslim,Zaid,Male,India,Hindu,Anjali,Female,Thailand,Budhist,Niran,Male,Cuba,Christian,Elena,Female
Vietnam,4,True,South Asia,Iraq,Muslim,Amir,Male,Vietnam,Budhist,Linh,Female,Cuba,Christian,Carlos,Male,India,Hindu,Priya,Female
Cuba,3,False,Caribbean,Iraq,Muslim,Amal,Female,Thailand,Budhist,Suri,Male,Cuba,Christian,Carlos,Male,Nepal,Hindu,Priya,Female
Vietnam,2,True,Caribbean,Iraq,Muslim,Amir,Male,Cuba,Christian,Isabella,Female,Nepal,Hindu,Anil,Male,Vietnam,Budhist,Linh,Female
Thailand,3,True,Caribbean,Turkey,Muslim,Kemal,Male,India,Hindu,Priya,Female,Cuba,Christian,Carlos,Male,Thailand,Budhist,Anong,Female
Cuba,4,False,Caribbean,Vietnam,Budhist,Minh,Female,India,Hindu,Arjun,Male,Turkey,Muslim,Aylin,Female,Cuba,Christian,Javier,Male
Turkey,4,False,Middle East,Cuba,Christian,Lucia,Female,Nepal,Hindu,Suman,Male,Thailand,Budhist,Anong,Female,Turkey,Muslim,Kemal,Male
Cuba,2,False,Caribbean,Vietnam,Budhist,Minh,Male,Cuba,Christian,Lucia,Female,Nepal,Hindu,Arjun,Male,Turkey,Muslim,Aisha,Female
Cuba,2,True,Southeast Asia,Cuba,Christian,Rafael,Male,Thailand,Budhist,Kanya,Female,Algeria,Muslim,Amir,Male,India,Hindu,Priya,Female
Algeria,4,True,Southeast Asia,Cuba,Christian,Lucia,Female,India,Hindu,Raj,Male,Algeria,Muslim,Amin,Male,Vietnam,Budhist,Linh,Female
Nepal,4,False,South Asia,Algeria,Muslim,Amira,Female,Thailand,Budhist,Somchai,Male,Cuba,Christian,Lucia,Female,Nepal,Hindu,Rajan,Male
Algeria,1,True,Caribbean,Cuba,Christian,Miguel,Male,Algeria,Muslim,Amina,Female,Vietnam,Budhist,Linh,Female,Nepal,Hindu,Sanjay,Male
India,1,True,North Africa,Egypt,Muslim,Amina,Female,India,Hindu,Rohan,Male,Cuba,Christian,Miguel,Male,Thailand,Budhist,Suriya,Female
Egypt,3,False,North Africa,Cuba,Christian,Sofia,Female,India,Hindu,Raj,Male,Egypt,Muslim,Omar,Male,Vietnam,Budhist,Linh,Female
Egypt,1,False,North Africa,Egypt,Muslim,Amir,Male,Nepal,Hindu,Sita,Female,Cuba,Christian,Carlos,Male,Thailand,Budhist,Ladda,Female
Vietnam,2,True,North Africa,Vietnam,Budhist,Linh,Female,Egypt,Muslim,Amir,Male,Cuba,Christian,Sofia,Female,Nepal,Hindu,Aryan,Male
Cuba,2,True,North Africa,Cuba,Christian,Elena,Female,Sudan,Muslim,Hamid,Male,Thailand,Budhist,Aranya,Female,India,Hindu,Raj,Male
Cuba,2,False,Caribbean,Sudan,Muslim,Amir,Male,Cuba,Christian,Sofia,Female,India,Hindu,Priya,Female,Vietnam,Budhist,Linh,Female
Thailand,4,False,Southeast Asia,Cuba,Christian,Maria,Female,Nepal,Hindu,Anil,Male,Sudan,Muslim,Amina,Female,Thailand,Budhist,Somchai,Male
Sudan,2,True,Caribbean,Vietnam,Budhist,Minh,Female,Cuba,Christian,Diego,Male,Sudan,Muslim,Amina,Female,Nepal,Hindu,Suman,Male
China,4,False,East Asia,Dominican Republic,Christian,Rafael,Male,Uzbekistan,Muslim,Amina,Female,India,Hindu,Priya,Female,China,Non-religious,Jian,Male
Nepal,4,False,South Asia,Dominican Republic,Christian,Javier,Male,China,Non-religious,Mei,Female,Uzbekistan,Muslim,Aisha,Female,Nepal,Hindu,Ramesh,Male
Thailand,1,True,Caribbean,Dominican Republic,Christian,Javier,Male,Uzbekistan,Muslim,Aisha,Female,China,Non-religious,Ming,Male,Thailand,Budhist,Arun,Female
Uzbekistan,1,True,Caribbean,Dominican Republic,Christian,Mateo,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Amina,Female
Dominican Republic,3,True,East Asia,Uzbekistan,Muslim,Amir,Male,India,Hindu,Priya,Female,Japan,Shintoist,Kenji,Male,Dominican Republic,Christian,Isabella,Female
Nepal,2,True,Caribbean,Nepal,Hindu,Pratima,Female,Dominican Republic,Christian,Carlos,Male,Japan,Shintoist,Akiko,Female,Uzbekistan,Muslim,Rashid,Male
Dominican Republic,4,False,Caribbean,Japan,Shintoist,Haruto,Male,Uzbekistan,Muslim,Layla,Female,Thailand,Budhist,Chatri,Male,Dominican Republic,Christian,Sofia,Female
Vietnam,4,True,East Asia,Uzbekistan,Muslim,Karim,Male,Dominican Republic,Christian,Isabella,Female,Vietnam,Budhist,Minh,Male,Japan,Shintoist,Akiko,Female
India,4,True,Caribbean,Uzbekistan,Muslim,Amir,Male,Thailand,Budhist,Suriya,Female,India,Hindu,Raj,Male,Dominican Republic,Christian,Maria,Female
India,3,False,South Asia,Dominican Republic,Christian,Rafael,Male,Uzbekistan,Muslim,Aisha,Female,India,Hindu,Arjun,Male,Vietnam,Budhist,Linh,Female
Dominican Republic,2,False,Caribbean,Uzbekistan,Muslim,Aziz,Male,Dominican Republic,Christian,Camila,Female,Thailand,Budhist,Somchai,Male,Nepal,Hindu,Anjali,Female
Nepal,2,False,South Asia,Uzbekistan,Muslim,Amir,Male,Nepal,Hindu,Sita,Female,Vietnam,Budhist,Bao,Male,Dominican Republic,Christian,Maria,Female
India,2,True,Middle East,China,Non-religious,Wei,Female,Iran,Muslim,Amir,Male,Dominican Republic,Christian,Rosa,Female,India,Hindu,Arjun,Male
Iran,3,True,East Asia,Nepal,Hindu,Arjun,Male,Iran,Muslim,Leila,Female,China,Non-religious,Wei,Male,Dominican Republic,Christian,Isabella,Female
China,3,False,East Asia,Dominican Republic,Christian,Rafael,Male,Iran,Muslim,Leila,Female,China,Non-religious,Chen,Male,Thailand,Budhist,Nisa,Female
China,4,True,Caribbean,China,Non-religious,Ming,Female,Iran,Muslim,Reza,Male,Vietnam,Budhist,An,Male,Dominican Republic,Christian,Isabella,Female
Iraq,2,True,East Asia,Iraq,Muslim,Ahmed,Male,China,Non-religious,Mei,Female,Dominican Republic,Christian,Carlos,Male,India,Hindu,Asha,Female
Dominican Republic,2,False,Caribbean,Nepal,Hindu,Suman,Female,Dominican Republic,Christian,Gabriel,Male,Iraq,Muslim,Amina,Female,China,Non-religious,Wei,Male
China,3,False,East Asia,Dominican Republic,Christian,Juan,Male,Thailand,Budhist,Suriya,Female,China,Non-religious,Wei,Male,Iraq,Muslim,Layla,Female
China,2,False,East Asia,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Dominican Republic,Christian,Ana,Female,Iraq,Muslim,Khalid,Male
Dominican Republic,4,True,Middle East,India,Hindu,Arjun,Male,Dominican Republic,Christian,Maria,Female,China,Non-religious,Mei,Female,Turkey,Muslim,Hasan,Male
Turkey,2,True,East Asia,Dominican Republic,Christian,Miguel,Male,China,Non-religious,Lin,Female,Turkey,Muslim,Ayşe,Female,Nepal,Hindu,Sandeep,Male
China,2,True,Caribbean,Thailand,Budhist,Ananda,Male,Dominican Republic,Christian,Isabella,Female,Turkey,Muslim,Zeynep,Female,China,Non-religious,Wei,Male
China,2,True,Southeast Asia,China,Non-religious,Li,Male,Vietnam,Budhist,Mai,Female,Turkey,Muslim,Cem,Male,Dominican Republic,Christian,Carla,Female
Algeria,3,False,North Africa,China,Non-religious,Mei,Female,Dominican Republic,Christian,Juan,Male,Algeria,Muslim,Amina,Female,India,Hindu,Raj,Male
China,4,True,Caribbean,China,Non-religious,Wei,Male,Algeria,Muslim,Amina,Female,Nepal,Hindu,Suman,Male,Dominican Republic,Christian,Lucia,Female
Algeria,3,True,East Asia,Algeria,Muslim,Amina,Female,Thailand,Budhist,Niran,Male,China,Non-religious,Wei,Male,Dominican Republic,Christian,Larissa,Female
Vietnam,3,True,North Africa,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Algeria,Muslim,Amira,Female,Dominican Republic,Christian,Mateo,Male
Dominican Republic,4,True,South Asia,China,Non-religious,Li,Female,Egypt,Muslim,Amir,Male,Dominican Republic,Christian,Maria,Female,India,Hindu,Rohan,Male
Dominican Republic,4,True,East Asia,Dominican Republic,Christian,Lucia,Female,Egypt,Muslim,Amir,Male,Nepal,Hindu,Sita,Female,China,Non-religious,Wei,Male
Egypt,4,True,Southeast Asia,China,Non-religious,Mei,Female,Dominican Republic,Christian,Carlos,Male,Egypt,Muslim,Leila,Female,Thailand,Budhist,Arun,Male
Vietnam,4,True,East Asia,Vietnam,Budhist,Minh,Male,Egypt,Muslim,Amina,Female,Dominican Republic,Christian,Carlos,Male,China,Non-religious,Li,Female
Sudan,2,True,South Asia,China,Non-religious,Wei,Male,India,Hindu,Priya,Female,Sudan,Muslim,Amir,Male,Dominican Republic,Christian,Rosa,Female
Nepal,4,True,East Asia,Dominican Republic,Christian,Carlos,Male,Nepal,Hindu,Sunita,Female,Sudan,Muslim,Omar,Male,China,Non-religious,Mei,Female
Dominican Republic,2,False,Caribbean,China,Non-religious,Wei,Male,Dominican Republic,Christian,Rosa,Female,Thailand,Budhist,Ananda,Male,Sudan,Muslim,Fatima,Female
China,3,False,East Asia,Vietnam,Budhist,Linh,Female,Dominican Republic,Christian,Miguel,Male,China,Non-religious,Chen,Male,Sudan,Muslim,Amina,Female
Bangladesh,3,False,South Asia,Thailand,Budhist,Suda,Male,Dominican Republic,Christian,Maria,Female,Bangladesh,Muslim,Rahim,Male,China,Non-religious,Lin,Female
China,3,True,Southeast Asia,China,Non-religious,Lian,Female,Dominican Republic,Christian,Carlos,Male,Vietnam,Budhist,Nguyen,Male,Bangladesh,Muslim,Amina,Female
Thailand,2,True,East Asia,Dominican Republic,Christian,Marisol,Female,China,Non-religious,Wei,Male,Thailand,Budhist,Somchai,Male,India,Hindu,Anjali,Female
China,4,True,Caribbean,China,Non-religious,Li,Male,Vietnam,Budhist,Minh,Female,India,Hindu,Arjun,Male,Dominican Republic,Christian,Isabella,Female
Nepal,3,True,Southeast Asia,China,Non-religious,Lin,Female,Nepal,Hindu,Arjun,Male,Thailand,Budhist,Suriya,Female,Dominican Republic,Christian,Miguel,Male
Vietnam,2,True,South Asia,Vietnam,Budhist,Linh,Female,Nepal,Hindu,Suresh,Male,Dominican Republic,Christian,Mariana,Female,China,Non-religious,Wei,Male
Thailand,2,True,East Asia,Thailand,Budhist,Suriya,Male,China,Non-religious,Ming,Female,Dominican Republic,Christian,Rafael,Male,Pakistan,Muslim,Amina,Female
Dominican Republic,1,False,Caribbean,Dominican Republic,Christian,Rafael,Male,China,Non-religious,Mei,Female,Vietnam,Budhist,Linh,Female,Pakistan,Muslim,Aamir,Male
Japan,4,False,East Asia,Iran,Muslim,Amir,Male,India,Hindu,Priya,Female,Dominican Republic,Christian,Carlos,Male,Japan,Shintoist,Haruka,Female
Japan,4,False,East Asia,Dominican Republic,Christian,Elena,Female,Nepal,Hindu,Arjun,Male,Iran,Muslim,Leila,Female,Japan,Shintoist,Haruto,Male
Dominican Republic,2,True,Middle East,Dominican Republic,Christian,Maria,Female,Iran,Muslim,Amir,Male,Japan,Shintoist,Yuki,Female,Thailand,Budhist,Somchai,Male
Iran,3,True,Southeast Asia,Iran,Muslim,Amir,Male,Dominican Republic,Christian,Rosa,Female,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Kenji,Male
Iraq,3,False,Middle East,India,Hindu,Aarav,Male,Dominican Republic,Christian,Isabella,Female,Iraq,Muslim,Zaynab,Female,Japan,Shintoist,Haruto,Male
Dominican Republic,3,False,Caribbean,Iraq,Muslim,Amir,Male,Nepal,Hindu,Priya,Female,Dominican Republic,Christian,Carlos,Male,Japan,Shintoist,Yuki,Female
Dominican Republic,3,False,Caribbean,Japan,Shintoist,Yuki,Female,Thailand,Budhist,Somchai,Male,Dominican Republic,Christian,Maria,Female,Iraq,Muslim,Amir,Male
Dominican Republic,3,False,Caribbean,Japan,Shintoist,Haruto,Male,Iraq,Muslim,Layla,Female,Dominican Republic,Christian,Miguel,Male,Vietnam,Budhist,Linh,Female
Turkey,4,True,South Asia,Japan,Shintoist,Hiroshi,Male,Dominican Republic,Christian,Maria,Female,Turkey,Muslim,Ahmet,Male,India,Hindu,Priya,Female
Turkey,4,False,Middle East,Japan,Shintoist,Aiko,Female,Dominican Republic,Christian,Miguel,Male,Nepal,Hindu,Sita,Female,Turkey,Muslim,Mehmet,Male
Japan,3,False,East Asia,Dominican Republic,Christian,Rafael,Male,Thailand,Budhist,Anong,Female,Japan,Shintoist,Haruto,Male,Turkey,Muslim,Leyla,Female
Dominican Republic,2,True,Middle East,Dominican Republic,Christian,Juan,Male,Turkey,Muslim,Leyla,Female,Japan,Shintoist,Akira,Female,Vietnam,Budhist,Minh,Male
Japan,2,True,South Asia,Algeria,Muslim,Karim,Male,India,Hindu,Priya,Female,Japan,Shintoist,Haruto,Male,Dominican Republic,Christian,Isabella,Female
Dominican Republic,1,True,East Asia,Japan,Shintoist,Hiroshi,Male,Nepal,Hindu,Sunita,Female,Dominican Republic,Christian,Rafael,Male,Algeria,Muslim,Amina,Female
Japan,3,True,North Africa,Dominican Republic,Christian,Diego,Male,Japan,Shintoist,Haruka,Female,Algeria,Muslim,Samir,Male,Thailand,Budhist,Nisa,Female
Vietnam,3,True,East Asia,Algeria,Muslim,Amir,Male,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Hiroshi,Male,Dominican Republic,Christian,Maria,Female
Japan,4,False,East Asia,Egypt,Muslim,Amir,Male,Dominican Republic,Christian,Rosa,Female,India,Hindu,Arjun,Male,Japan,Shintoist,Yuki,Female
Dominican Republic,2,False,Caribbean,Egypt,Muslim,Amir,Male,Dominican Republic,Christian,Isabella,Female,Nepal,Hindu,Arjun,Male,Japan,Shintoist,Akiko,Female
Japan,3,False,East Asia,Dominican Republic,Christian,Mateo,Male,Egypt,Muslim,Amina,Female,Japan,Shintoist,Haruki,Male,Thailand,Budhist,Arunee,Female
Dominican Republic,2,False,Caribbean,Japan,Shintoist,Haruto,Male,Dominican Republic,Christian,Isabella,Female,Egypt,Muslim,Amir,Male,Vietnam,Budhist,Linh,Female
India,4,False,South Asia,Japan,Shintoist,Hiroshi,Male,Dominican Republic,Christian,Maria,Female,Sudan,Muslim,Khalid,Male,India,Hindu,Aisha,Female
