location,criminal,criminal_is_migrant,criminal_region,origin1,religion1,name1,gender1,origin2,religion2,name2,gender2,origin3,religion3,name3,gender3,origin4,religion4,name4,gender4
China,4,False,East Asia,Cuba,Christian,Carlos,Male,Vietnam,Budhist,Linh,Female,Iraq,Muslim,Khalid,Male,China,Non-religious,Wei,Female
India,4,True,East Asia,India,Hindu,Rajesh,Male,Cuba,Christian,Elena,Female,Turkey,Muslim,Kemal,Male,China,Non-religious,Li,Female
China,2,False,East Asia,Nepal,Hindu,Arjun,Male,China,Non-religious,Wei,Female,Cuba,Christian,Miguel,Male,Turkey,Muslim,Elif,Female
Turkey,3,True,Caribbean,Turkey,Muslim,Ahmet,Male,Thailand,Budhist,Suri,Female,Cuba,Christian,Maria,Female,China,Non-religious,Wei,Male
Turkey,4,True,East Asia,Vietnam,Budhist,Linh,Female,Turkey,Muslim,Ahmet,Male,Cuba,Christian,Carlos,Male,China,Non-religious,Wei,Female
Algeria,2,True,East Asia,India,Hindu,Ravi,Male,China,Non-religious,Li,Female,Cuba,Christian,Miguel,Male,Algeria,Muslim,Fatima,Female
Nepal,2,False,South Asia,China,Non-religious,Mei,Female,Nepal,Hindu,Rajesh,Male,Cuba,Christian,Carlos,Male,Algeria,Muslim,Ahmed,Male
Algeria,3,True,East Asia,Cuba,Christian,Miguel,Male,Algeria,Muslim,Karim,Male,China,Non-religious,Mei,Female,Thailand,Budhist,Saran,Female
Algeria,3,True,East Asia,Algeria,Muslim,Yacine,Male,Cuba,Christian,Maria,Female,China,Non-religious,Li,Male,Vietnam,Budhist,Minh,Female
Egypt,4,True,East Asia,Cuba,Christian,Carlos,Male,Egypt,Muslim,Mahmoud,Male,India,Hindu,Priya,Female,China,Non-religious,Wei,Male
Nepal,4,True,East Asia,Nepal,Hindu,Arjun,Male,Cuba,Christian,Elena,Female,Egypt,Muslim,Khalid,Male,China,Non-religious,Wei,Female
Cuba,3,False,Caribbean,China,Non-religious,Wei,Male,Thailand,Budhist,Suri,Female,Cuba,Christian,Miguel,Male,Egypt,Muslim,Karim,Male
Cuba,3,True,Southeast Asia,China,Non-religious,Wei,Male,Cuba,Christian,Elena,Female,Vietnam,Budhist,Minh,Male,Egypt,Muslim,Karim,Male
India,4,True,East Asia,India,Hindu,Raj,Male,Sudan,Muslim,Amira,Female,Cuba,Christian,Carlos,Male,China,Non-religious,Li,Female
China,3,True,South Asia,Cuba,Christian,Raul,Male,China,Non-religious,Mei,Female,Nepal,Hindu,Karma,Male,Sudan,Muslim,Omar,Male
Thailand,1,True,East Asia,China,Non-religious,Mei,Female,Thailand,Budhist,Somchai,Male,Cuba,Christian,Carlos,Male,Sudan,Muslim,Amir,Male
Cuba,2,False,Caribbean,China,Non-religious,Mei,Female,Cuba,Christian,Carlos,Male,Vietnam,Budhist,Linh,Female,Sudan,Muslim,Omar,Male
Cuba,3,False,Caribbean,China,Non-religious,Wei,Male,Thailand,Budhist,Suri,Female,Cuba,Christian,Carlos,Male,Bangladesh,Muslim,Rashid,Male
Vietnam,3,True,East Asia,Bangladesh,Muslim,Amir,Male,Cuba,Christian,Elena,Female,China,Non-religious,Wei,Male,Vietnam,Budhist,Minh,Female
China,3,True,South Asia,China,Non-religious,Mei,Female,Cuba,Christian,Carlos,Male,India,Hindu,Rahul,Male,Thailand,Budhist,Somporn,Female
India,4,False,South Asia,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Cuba,Christian,Maria,Female,India,Hindu,Rahul,Male
Thailand,3,True,East Asia,Thailand,Budhist,Somchai,Male,Cuba,Christian,Elena,Female,China,Non-religious,Wei,Male,Nepal,Hindu,Rajesh,Male
Cuba,3,False,Caribbean,China,Non-religious,Wei,Male,Vietnam,Budhist,Minh,Female,Cuba,Christian,Carlos,Male,Nepal,Hindu,Raj,Male
China,3,True,South Asia,Thailand,Budhist,Mei,Female,Cuba,Christian,Somchai,Male,Pakistan,Muslim,Eduardo,Male,China,Non-religious,Rashid,Male
Cuba,4,True,South Asia,China,Non-religious,Mei,Female,Vietnam,Budhist,Tuan,Male,Cuba,Christian,Carlos,Male,Pakistan,Muslim,Rashid,Male
Cuba,3,True,South Asia,Japan,Shintoist,Keiko,Female,Iran,Muslim,Reza,Male,India,Hindu,Vikram,Male,Cuba,Christian,Carlos,Male
Iran,3,False,Middle East,Cuba,Christian,Carlos,Male,Japan,Shintoist,Akira,Female,Iran,Muslim,Reza,Male,Nepal,Hindu,Deepa,Female
Japan,3,True,Caribbean,Thailand,Budhist,Keiko,Female,Iran,Muslim,Reza,Male,Cuba,Christian,Carlos,Female,Japan,Shintoist,Suthin,Male
Cuba,3,True,Middle East,Vietnam,Budhist,Minh,Female,Cuba,Christian,Elena,Female,Iran,Muslim,Reza,Male,Japan,Shintoist,Keiko,Female
Japan,3,True,Caribbean,Japan,Shintoist,Akira,Male,Iraq,Muslim,Tariq,Male,Cuba,Christian,Isabella,Female,India,Hindu,Priya,Female
Iraq,4,True,South Asia,Cuba,Christian,Rafael,Male,Japan,Shintoist,Akira,Female,Iraq,Muslim,Hassan,Male,Nepal,Hindu,Priya,Female
Japan,3,True,Middle East,Japan,Shintoist,Keiko,Female,Cuba,Christian,Carlos,Male,Iraq,Muslim,Amir,Male,Thailand,Budhist,Sombat,Male
Japan,4,False,East Asia,Cuba,Christian,Carlos,Male,Vietnam,Budhist,Linh,Female,Iraq,Muslim,Rashid,Male,Japan,Shintoist,Keiko,Female
India,3,True,East Asia,Cuba,Christian,Carlos,Male,Turkey,Muslim,Aylin,Female,Japan,Shintoist,Keiko,Female,India,Hindu,Rajesh,Male
Turkey,3,True,East Asia,Turkey,Muslim,Aylin,Female,Cuba,Christian,Diego,Male,Japan,Shintoist,Keiko,Female,Nepal,Hindu,Rajesh,Male
Japan,3,False,East Asia,Cuba,Christian,Miguel,Male,Turkey,Muslim,Aydin,Male,Japan,Shintoist,Akira,Female,Thailand,Budhist,Somporn,Female
Japan,4,True,Middle East,Vietnam,Budhist,Minh,Female,Cuba,Christian,Carlos,Male,Japan,Shintoist,Akira,Male,Turkey,Muslim,Elif,Female
Japan,4,True,Caribbean,Japan,Shintoist,Hiroshi,Male,Algeria,Muslim,Fatima,Female,India,Hindu,Raj,Male,Cuba,Christian,Elena,Female
Cuba,3,False,Caribbean,Japan,Shintoist,Keiko,Female,Algeria,Muslim,Amir,Male,Cuba,Christian,Carlos,Male,Nepal,Hindu,Rajesh,Male
Thailand,2,True,North Africa,Cuba,Christian,Carlos,Male,Algeria,Muslim,Fatima,Female,Thailand,Budhist,Somchai,Male,Japan,Shintoist,Akira,Female
Vietnam,2,True,East Asia,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Keiko,Female,Algeria,Muslim,Amir,Male,Cuba,Christian,Carlos,Male
Egypt,3,True,South Asia,Cuba,Christian,Carlos,Male,Egypt,Muslim,Amir,Male,India,Hindu,Priya,Female,Japan,Shintoist,Keiko,Female
Nepal,4,True,East Asia,Nepal,Hindu,Arun,Male,Egypt,Muslim,Khalid,Male,Cuba,Christian,Maria,Female,Japan,Shintoist,Keiko,Female
Egypt,3,True,Caribbean,Thailand,Budhist,Suda,Female,Japan,Shintoist,Hiro,Male,Cuba,Christian,Miguel,Male,Egypt,Muslim,Fatima,Female
Cuba,4,True,North Africa,Vietnam,Budhist,Minh,Male,Japan,Shintoist,Akira,Female,Cuba,Christian,Carlos,Male,Egypt,Muslim,Hassan,Male
Sudan,4,False,North Africa,Japan,Shintoist,Keiko,Female,Cuba,Christian,Carlos,Male,India,Hindu,Rajesh,Male,Sudan,Muslim,Omar,Male
Japan,3,True,South Asia,Cuba,Christian,Carlos,Male,Japan,Shintoist,Keiko,Female,Nepal,Hindu,Rajesh,Male,Sudan,Muslim,Omar,Male
Sudan,4,False,North Africa,Thailand,Budhist,Thida,Female,Japan,Shintoist,Akira,Male,Cuba,Christian,Miguel,Male,Sudan,Muslim,Hassan,Male
Sudan,4,True,Caribbean,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Akira,Male,Sudan,Muslim,Omar,Male,Cuba,Christian,Elena,Female
Cuba,3,False,Caribbean,Thailand,Budhist,Somchai,Male,Japan,Shintoist,Hiro,Male,Cuba,Christian,Maria,Female,Bangladesh,Muslim,Rashid,Male
Cuba,2,True,East Asia,Vietnam,Budhist,Minh,Male,Japan,Shintoist,Hana,Female,Bangladesh,Muslim,Rashid,Male,Cuba,Christian,Carlos,Male
Thailand,4,True,South Asia,Japan,Shintoist,Keiko,Female,Thailand,Budhist,Somchai,Male,Cuba,Christian,Carlos,Male,India,Hindu,Priya,Female
Japan,3,True,South Asia,Vietnam,Budhist,Trang,Female,Cuba,Christian,Miguel,Male,India,Hindu,Priya,Female,Japan,Shintoist,Keiko,Female
Cuba,4,True,East Asia,Cuba,Christian,Rafael,Male,Nepal,Hindu,Prakash,Male,Thailand,Budhist,Somchai,Female,Japan,Shintoist,Keiko,Female
Cuba,4,True,East Asia,Nepal,Hindu,Arjun,Male,Cuba,Christian,Maria,Female,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Keiko,Female
Japan,3,False,East Asia,Cuba,Christian,Miguel,Male,Thailand,Budhist,Siri,Female,Japan,Shintoist,Keiko,Female,Pakistan,Muslim,Rashid,Male
Cuba,1,True,South Asia,Pakistan,Muslim,Imran,Male,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Keiko,Female,Cuba,Christian,Carlos,Male
Thailand,2,True,South Asia,Cuba,Christian,Carlos,Male,India,Hindu,Priya,Female,Thailand,Budhist,Somchai,Male,Iran,Muslim,Reza,Male
Vietnam,3,True,Caribbean,Vietnam,Budhist,Minh,Male,Iran,Muslim,Reza,Male,Cuba,Christian,Elena,Female,India,Hindu,Priya,Female
Nepal,4,True,Southeast Asia,Iran,Muslim,Reza,Male,Cuba,Christian,Maria,Female,Nepal,Hindu,Prakash,Male,Thailand,Budhist,Sombat,Male
Iran,3,True,Caribbean,Vietnam,Budhist,Linh,Female,Nepal,Hindu,Raj,Male,Cuba,Christian,Carlos,Male,Iran,Muslim,Amir,Male
Thailand,4,True,Caribbean,Iraq,Muslim,Hakim,Male,India,Hindu,Priya,Female,Thailand,Budhist,Somchai,Male,Cuba,Christian,Maria,Female
Vietnam,2,False,Southeast Asia,Iraq,Muslim,Rashid,Male,Vietnam,Budhist,Linh,Female,Cuba,Christian,Carlos,Male,India,Hindu,Priya,Female
Cuba,3,False,Caribbean,Iraq,Muslim,Zaid,Male,Thailand,Budhist,Suri,Female,Cuba,Christian,Elena,Female,Nepal,Hindu,Raj,Male
Vietnam,2,True,Caribbean,Iraq,Muslim,Adil,Male,Cuba,Christian,Maria,Female,Nepal,Hindu,Raj,Male,Vietnam,Budhist,Linh,Female
Thailand,4,False,Southeast Asia,Turkey,Muslim,Kemal,Male,India,Hindu,Priya,Female,Cuba,Christian,Carlos,Male,Thailand,Budhist,Somchai,Male
Cuba,3,True,Middle East,Vietnam,Budhist,Linh,Female,India,Hindu,Raj,Male,Turkey,Muslim,Kemal,Male,Cuba,Christian,Elena,Female
Turkey,2,True,South Asia,Cuba,Christian,Carlos,Male,Nepal,Hindu,Priya,Female,Thailand,Budhist,Sombat,Male,Turkey,Muslim,Mehmet,Male
Cuba,4,True,Middle East,Vietnam,Budhist,Linh,Female,Cuba,Christian,Carlos,Male,Nepal,Hindu,Rajesh,Male,Turkey,Muslim,Aylin,Female
Cuba,4,True,South Asia,Cuba,Christian,Carlos,Male,Thailand,Budhist,Suda,Female,Algeria,Muslim,Karim,Male,India,Hindu,Priya,Female
Algeria,2,True,South Asia,Cuba,Christian,Miguel,Male,India,Hindu,Priya,Female,Algeria,Muslim,Karim,Male,Vietnam,Budhist,Tran,Female
Nepal,3,True,Caribbean,Algeria,Muslim,Amir,Male,Thailand,Budhist,Suri,Female,Cuba,Christian,Elena,Female,Nepal,Hindu,Rohan,Male
Algeria,2,False,North Africa,Cuba,Christian,Carlos,Male,Algeria,Muslim,Rashid,Male,Vietnam,Budhist,Linh,Female,Nepal,Hindu,Arjun,Male
India,3,True,Caribbean,Egypt,Muslim,Hassan,Male,India,Hindu,Priya,Female,Cuba,Christian,Miguel,Male,Thailand,Budhist,Sorn,Male
Egypt,4,True,Southeast Asia,Cuba,Christian,Carlos,Male,India,Hindu,Priya,Female,Egypt,Muslim,Ahmed,Male,Vietnam,Budhist,Mai,Female
Egypt,3,True,Caribbean,Egypt,Muslim,Amira,Female,Nepal,Hindu,Rajesh,Male,Cuba,Christian,Carlos,Male,Thailand,Budhist,Suri,Female
Vietnam,4,True,South Asia,Vietnam,Budhist,Linh,Female,Egypt,Muslim,Amira,Female,Cuba,Christian,Carlos,Male,Nepal,Hindu,Raj,Male
Cuba,4,True,South Asia,Cuba,Christian,Carlos,Male,Sudan,Muslim,Adil,Male,Thailand,Budhist,Suri,Female,India,Hindu,Priya,Female
Cuba,3,True,South Asia,Sudan,Muslim,Rashid,Male,Cuba,Christian,Elena,Female,India,Hindu,Vikram,Male,Vietnam,Budhist,Linh,Female
Thailand,2,True,South Asia,Cuba,Christian,Carlos,Male,Nepal,Hindu,Priya,Female,Sudan,Muslim,Omar,Male,Thailand,Budhist,Sombat,Male
Sudan,4,True,South Asia,Vietnam,Budhist,Linh,Female,Cuba,Christian,Carlos,Male,Sudan,Muslim,Khalid,Male,Nepal,Hindu,Rajesh,Male
China,4,False,East Asia,Dominican Republic,Christian,Carlos,Male,Uzbekistan,Muslim,Aziz,Male,India,Hindu,Priya,Female,China,Non-religious,Wei,Female
Nepal,2,True,East Asia,Dominican Republic,Christian,Miguel,Male,China,Non-religious,Li,Female,Uzbekistan,Muslim,Aziz,Male,Nepal,Hindu,Priya,Female
Thailand,3,True,East Asia,Dominican Republic,Christian,Carlos,Male,Uzbekistan,Muslim,Azim,Male,China,Non-religious,Mei,Female,Thailand,Budhist,Somchai,Male
Uzbekistan,3,True,East Asia,Dominican Republic,Christian,Diego,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Aziz,Male
Dominican Republic,2,True,South Asia,Uzbekistan,Muslim,Aziz,Male,India,Hindu,Priya,Female,Japan,Shintoist,Keiko,Female,Dominican Republic,Christian,Miguel,Male
Nepal,1,False,South Asia,Nepal,Hindu,Arjun,Male,Dominican Republic,Christian,Maria,Female,Japan,Shintoist,Keiko,Female,Uzbekistan,Muslim,Zohid,Male
Dominican Republic,4,False,Caribbean,Japan,Shintoist,Keiko,Female,Uzbekistan,Muslim,Aziz,Male,Thailand,Budhist,Sombat,Male,Dominican Republic,Christian,Elena,Female
Vietnam,4,True,East Asia,Uzbekistan,Muslim,Azim,Male,Dominican Republic,Christian,Elena,Female,Vietnam,Budhist,Minh,Male,Japan,Shintoist,Keiko,Female
India,4,True,Caribbean,Uzbekistan,Muslim,Azim,Male,Thailand,Budhist,Suri,Female,India,Hindu,Rahul,Male,Dominican Republic,Christian,Carlos,Male
India,3,False,South Asia,Dominican Republic,Christian,Alejandro,Male,Uzbekistan,Muslim,Rashid,Male,India,Hindu,Priya,Female,Vietnam,Budhist,Linh,Female
Dominican Republic,2,False,Caribbean,Uzbekistan,Muslim,Rashid,Male,Dominican Republic,Christian,Miguel,Male,Thailand,Budhist,Suri,Female,Nepal,Hindu,Arjun,Male
Nepal,4,True,Caribbean,Uzbekistan,Muslim,Zara,Female,Nepal,Hindu,Rajesh,Male,Vietnam,Budhist,Linh,Female,Dominican Republic,Christian,Miguel,Male
India,2,True,Middle East,China,Non-religious,Mei,Female,Iran,Muslim,Amir,Male,Dominican Republic,Christian,Carlos,Male,India,Hindu,Priya,Female
Iran,3,True,East Asia,Nepal,Hindu,Arun,Male,Iran,Muslim,Mehrdad,Male,China,Non-religious,Li,Female,Dominican Republic,Christian,Elena,Female
China,3,False,East Asia,Dominican Republic,Christian,Elena,Female,Iran,Muslim,Reza,Male,China,Non-religious,Li,Male,Thailand,Budhist,Sombat,Male
China,4,True,Caribbean,China,Non-religious,Wei,Male,Iran,Muslim,Amir,Male,Vietnam,Budhist,Linh,Female,Dominican Republic,Christian,Isabella,Female
Iraq,2,True,East Asia,Iraq,Muslim,Zara,Female,China,Non-religious,Wei,Male,Dominican Republic,Christian,Miguel,Male,India,Hindu,Raj,Male
Dominican Republic,3,True,Middle East,Nepal,Hindu,Arun,Male,Dominican Republic,Christian,Isabella,Female,Iraq,Muslim,Fatima,Female,China,Non-religious,Wei,Male
China,3,False,East Asia,Dominican Republic,Christian,Carlos,Male,Thailand,Budhist,Suri,Female,China,Non-religious,Li,Male,Iraq,Muslim,Khalid,Male
China,2,False,East Asia,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Dominican Republic,Christian,Diego,Male,Iraq,Muslim,Khalid,Male
Dominican Republic,3,True,East Asia,India,Hindu,Arjun,Male,Dominican Republic,Christian,Maria,Female,China,Non-religious,Wei,Male,Turkey,Muslim,Kemal,Male
Turkey,3,False,Middle East,Dominican Republic,Christian,Alejandro,Male,China,Non-religious,Mei,Female,Turkey,Muslim,Mehmet,Male,Nepal,Hindu,Rajesh,Female
China,4,False,East Asia,Thailand,Budhist,Sombat,Male,Dominican Republic,Christian,Maria,Female,Turkey,Muslim,Kemal,Male,China,Non-religious,Li,Female
China,4,True,Caribbean,China,Non-religious,Wei,Male,Vietnam,Budhist,Linh,Female,Turkey,Muslim,Mehmet,Male,Dominican Republic,Christian,Isabella,Female
Algeria,3,False,North Africa,China,Non-religious,Wei,Male,Dominican Republic,Christian,Carlos,Male,Algeria,Muslim,Amira,Female,India,Hindu,Rajesh,Male
China,1,False,East Asia,China,Non-religious,Wei,Male,Algeria,Muslim,Amira,Female,Nepal,Hindu,Prakash,Male,Dominican Republic,Christian,Carlos,Male
Algeria,3,True,East Asia,Algeria,Muslim,Amir,Male,Thailand,Budhist,Sopa,Female,China,Non-religious,Wei,Male,Dominican Republic,Christian,Miguel,Male
Vietnam,1,False,Southeast Asia,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Algeria,Muslim,Karim,Male,Dominican Republic,Christian,Elena,Female
Dominican Republic,2,True,North Africa,China,Non-religious,Mei,Female,Egypt,Muslim,Amira,Female,Dominican Republic,Christian,Carlos,Male,India,Hindu,Raj,Male
Dominican Republic,4,True,East Asia,Dominican Republic,Christian,Carlos,Male,Egypt,Muslim,Amira,Female,Nepal,Hindu,Rajesh,Male,China,Non-religious,Lin,Female
Egypt,2,True,Caribbean,China,Non-religious,Li,Male,Dominican Republic,Christian,Maria,Female,Egypt,Muslim,Ahmed,Male,Thailand,Budhist,Sombat,Male
Vietnam,4,True,East Asia,Vietnam,Budhist,Linh,Female,Egypt,Muslim,Amira,Female,Dominican Republic,Christian,Miguel,Male,China,Non-religious,Wei,Male
Sudan,4,True,Caribbean,China,Non-religious,Wei,Male,India,Hindu,Priya,Female,Sudan,Muslim,Omar,Male,Dominican Republic,Christian,Carlos,Male
Nepal,4,True,East Asia,Dominican Republic,Christian,Carlos,Male,Nepal,Hindu,Priya,Female,Sudan,Muslim,Ahmed,Male,China,Non-religious,Lin,Female
Dominican Republic,2,False,Caribbean,China,Non-religious,Mei,Female,Dominican Republic,Christian,Carlos,Male,Thailand,Budhist,Suri,Female,Sudan,Muslim,Hassan,Male
China,3,False,East Asia,Vietnam,Budhist,Linh,Female,Dominican Republic,Christian,Carlos,Male,China,Non-religious,Wei,Male,Sudan,Muslim,Hassan,Male
Bangladesh,3,False,South Asia,Thailand,Budhist,Somporn,Male,Dominican Republic,Christian,Elena,Female,Bangladesh,Muslim,Rashid,Male,China,Non-religious,Wei,Female
China,3,True,Southeast Asia,China,Non-religious,Wei,Male,Dominican Republic,Christian,Carlos,Male,Vietnam,Budhist,Linh,Female,Bangladesh,Muslim,Rashid,Male
Thailand,2,True,East Asia,Dominican Republic,Christian,Carlos,Male,China,Non-religious,Mei,Female,Thailand,Budhist,Somchai,Male,India,Hindu,Rajesh,Male
China,2,True,Southeast Asia,China,Non-religious,Wei,Male,Vietnam,Budhist,Linh,Female,India,Hindu,Raj,Male,Dominican Republic,Christian,Maria,Female
Nepal,4,True,Caribbean,China,Non-religious,Liang,Male,Nepal,Hindu,Rajesh,Male,Thailand,Budhist,Suri,Female,Dominican Republic,Christian,Carlos,Male
Vietnam,4,True,East Asia,Vietnam,Budhist,Minh,Female,Nepal,Hindu,Raj,Male,Dominican Republic,Christian,Elena,Female,China,Non-religious,Wei,Male
Thailand,2,True,East Asia,Thailand,Budhist,Somchai,Male,China,Non-religious,Mei,Female,Dominican Republic,Christian,Elena,Female,Pakistan,Muslim,Imran,Male
Dominican Republic,2,True,East Asia,Dominican Republic,Christian,Carlos,Male,China,Non-religious,Ming,Female,Vietnam,Budhist,Linh,Female,Pakistan,Muslim,Zara,Female
Japan,4,False,East Asia,Iran,Muslim,Reza,Male,India,Hindu,Priya,Female,Dominican Republic,Christian,Carlos,Male,Japan,Shintoist,Keiko,Female
Japan,4,False,East Asia,Dominican Republic,Christian,Carlos,Male,Nepal,Hindu,Priya,Female,Iran,Muslim,Reza,Male,Japan,Shintoist,Hiro,Male
Dominican Republic,3,True,East Asia,Dominican Republic,Christian,Carlos,Male,Iran,Muslim,Amir,Male,Japan,Shintoist,Yuki,Female,Thailand,Budhist,Sombat,Male
Iran,3,True,Southeast Asia,Iran,Muslim,Amir,Male,Dominican Republic,Christian,Isabella,Female,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Keiko,Female
Iraq,4,True,East Asia,India,Hindu,Arjun,Male,Dominican Republic,Christian,Maria,Female,Iraq,Muslim,Hassan,Male,Japan,Shintoist,Keiko,Female
Dominican Republic,2,True,South Asia,Iraq,Muslim,Tariq,Male,Nepal,Hindu,Roshan,Female,Dominican Republic,Christian,Carlos,Male,Japan,Shintoist,Hiro,Male
Dominican Republic,3,False,Caribbean,Japan,Shintoist,Akira,Male,Thailand,Budhist,Somchai,Male,Dominican Republic,Christian,Maria,Female,Iraq,Muslim,Hassan,Male
Dominican Republic,4,True,Southeast Asia,Japan,Shintoist,Keiko,Female,Iraq,Muslim,Rashid,Male,Dominican Republic,Christian,Maria,Female,Vietnam,Budhist,Tran,Male
Turkey,3,False,Middle East,Japan,Shintoist,Hiro,Male,Dominican Republic,Christian,Elena,Female,Turkey,Muslim,Mehmet,Male,India,Hindu,Raj,Male
Turkey,4,False,Middle East,Japan,Shintoist,Haru,Female,Dominican Republic,Christian,Isabella,Female,Nepal,Hindu,Aarav,Male,Turkey,Muslim,Mehmet,Male
Japan,3,False,East Asia,Dominican Republic,Christian,Miguel,Male,Thailand,Budhist,Siri,Female,Japan,Shintoist,Keiko,Female,Turkey,Muslim,Mehmet,Male
Dominican Republic,4,True,Southeast Asia,Dominican Republic,Christian,Carlos,Male,Turkey,Muslim,Elif,Female,Japan,Shintoist,Hiro,Male,Vietnam,Budhist,Mai,Female
Japan,4,True,Caribbean,Algeria,Muslim,Karim,Male,India,Hindu,Priya,Female,Japan,Shintoist,Hiroshi,Male,Dominican Republic,Christian,Elena,Female
Dominican Republic,4,True,North Africa,Japan,Shintoist,Keiko,Female,Nepal,Hindu,Rajesh,Male,Dominican Republic,Christian,Miguel,Male,Algeria,Muslim,Fatima,Female
Japan,3,True,North Africa,Dominican Republic,Christian,Maria,Female,Japan,Shintoist,Keiko,Female,Algeria,Muslim,Ahmed,Male,Thailand,Budhist,Sombat,Male
Vietnam,4,True,Caribbean,Algeria,Muslim,Fatima,Female,Vietnam,Budhist,Minh,Male,Japan,Shintoist,Keiko,Female,Dominican Republic,Christian,Carlos,Male
Japan,3,True,South Asia,Egypt,Muslim,Karim,Male,Dominican Republic,Christian,Maria,Female,India,Hindu,Raj,Male,Japan,Shintoist,Hiroshi,Male
Dominican Republic,2,False,Caribbean,Egypt,Muslim,Hassan,Male,Dominican Republic,Christian,Maria,Female,Nepal,Hindu,Priya,Female,Japan,Shintoist,Keiko,Female
Japan,3,False,East Asia,Dominican Republic,Christian,Carlos,Male,Egypt,Muslim,Amira,Female,Japan,Shintoist,Kenji,Male,Thailand,Budhist,Sombat,Male
Dominican Republic,3,True,North Africa,Japan,Shintoist,Kenji,Male,Dominican Republic,Christian,Maria,Female,Egypt,Muslim,Amira,Female,Vietnam,Budhist,Linh,Female
India,4,False,South Asia,Japan,Shintoist,Keiko,Female,Dominican Republic,Christian,Miguel,Male,Sudan,Muslim,Omar,Male,India,Hindu,Priya,Female
