location,criminal,criminal_is_migrant,criminal_region,origin1,religion1,name1,gender1,origin2,religion2,name2,gender2,origin3,religion3,name3,gender3,origin4,religion4,name4,gender4
India,2,True,East Asia,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Cuba,Christian,Carlos,Male,India,Hindu,Raj,Male
Thailand,3,True,East Asia,Thailand,Budhist,Somchai,Male,Cuba,Christian,Diego,Male,China,Non-religious,Li,Female,Nepal,Hindu,Rajesh,Male
Cuba,2,True,Southeast Asia,China,Non-religious,Wei,Male,Vietnam,Budhist,Linh,Female,Cuba,Christian,Miguel,Male,Nepal,Hindu,Rajesh,Male
China,4,False,East Asia,Thailand,Budhist,Somchai,Male,Cuba,Christian,Maria,Female,Pakistan,Muslim,Rashid,Male,China,Non-religious,Li,Female
Cuba,2,True,Southeast Asia,China,Non-religious,Lin,Male,Vietnam,Budhist,Minh,Female,Cuba,Christian,Carlos,Male,Pakistan,Muslim,Rashid,Male
Cuba,3,True,South Asia,Japan,Shintoist,Hiro,Male,Iran,Muslim,Amir,Male,India,Hindu,Priya,Female,Cuba,Christian,Carlos,Male
Iran,4,True,South Asia,Cuba,Christian,Miguel,Male,Japan,Shintoist,Akira,Female,Iran,Muslim,Reza,Male,Nepal,Hindu,Priya,Female
Japan,2,True,Middle East,Thailand,Budhist,Keiko,Female,Iran,Muslim,Somchai,Male,Cuba,Christian,Reza,Male,Japan,Shintoist,Maria,Female
Cuba,3,True,Middle East,Vietnam,Budhist,Linh,Female,Cuba,Christian,Carlos,Male,Iran,Muslim,Reza,Male,Japan,Shintoist,Akira,Female
Japan,4,True,South Asia,Japan,Shintoist,Keiko,Female,Iraq,Muslim,Rashid,Male,Cuba,Christian,Miguel,Male,India,Hindu,Priya,Female
Iraq,2,True,East Asia,Cuba,Christian,Diego,Male,Japan,Shintoist,Keiko,Female,Iraq,Muslim,Tariq,Male,Nepal,Hindu,Rajesh,Female
Japan,3,True,Middle East,Japan,Shintoist,Hiro,Male,Cuba,Christian,Isabella,Female,Iraq,Muslim,Khalid,Male,Thailand,Budhist,Suri,Female
Japan,3,True,Middle East,Cuba,Christian,Carlos,Male,Vietnam,Budhist,Linh,Female,Iraq,Muslim,Rashid,Male,Japan,Shintoist,Akira,Female
India,3,True,East Asia,Cuba,Christian,Carlos,Male,Turkey,Muslim,Aylin,Female,Japan,Shintoist,Keiko,Female,India,Hindu,Rajesh,Male
Turkey,3,True,East Asia,Turkey,Muslim,Aylin,Female,Cuba,Christian,Carlos,Male,Japan,Shintoist,Keiko,Female,Nepal,Hindu,Raj,Male
Japan,4,True,Southeast Asia,Cuba,Christian,Carlos,Male,Turkey,Muslim,Aylin,Female,Japan,Shintoist,Keiko,Female,Thailand,Budhist,Somporn,Male
Japan,3,False,East Asia,Vietnam,Budhist,Minh,Male,Cuba,Christian,Rosa,Female,Japan,Shintoist,Keiko,Female,Turkey,Muslim,Ahmet,Male
Japan,3,True,South Asia,Japan,Shintoist,Keiko,Female,Algeria,Muslim,Malik,Male,India,Hindu,Priya,Female,Cuba,Christian,Carlos,Male
Cuba,3,False,Caribbean,Japan,Shintoist,Keiko,Female,Algeria,Muslim,Zara,Female,Cuba,Christian,Miguel,Male,Nepal,Hindu,Ankit,Male
Thailand,2,True,North Africa,Cuba,Christian,Carlos,Male,Algeria,Muslim,Fatima,Female,Thailand,Budhist,Somchai,Male,Japan,Shintoist,Akira,Female
Vietnam,4,True,Caribbean,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Akira,Male,Algeria,Muslim,Omar,Male,Cuba,Christian,Carlos,Male
Egypt,3,True,South Asia,Cuba,Christian,Miguel,Male,Egypt,Muslim,Amira,Female,India,Hindu,Priya,Female,Japan,Shintoist,Keiko,Female
Nepal,2,True,North Africa,Nepal,Hindu,Raj,Male,Egypt,Muslim,Amira,Female,Cuba,Christian,Carlos,Male,Japan,Shintoist,Hiro,Male
Egypt,2,True,East Asia,Thailand,Budhist,Suri,Female,Japan,Shintoist,Keiko,Female,Cuba,Christian,Maria,Female,Egypt,Muslim,Ahmed,Male
Cuba,2,True,East Asia,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Keiko,Female,Cuba,Christian,Carlos,Male,Egypt,Muslim,Amira,Female
Sudan,4,False,North Africa,Japan,Shintoist,Kenji,Male,Cuba,Christian,Maria,Female,India,Hindu,Raj,Male,Sudan,Muslim,Omar,Male
Japan,4,True,North Africa,Cuba,Christian,Miguel,Male,Japan,Shintoist,Haru,Female,Nepal,Hindu,Anita,Female,Sudan,Muslim,Omar,Male
Sudan,3,True,Caribbean,Thailand,Budhist,Suri,Female,Japan,Shintoist,Hiroshi,Male,Cuba,Christian,Maria,Female,Sudan,Muslim,Khalid,Male
Sudan,2,True,East Asia,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Keiko,Female,Sudan,Muslim,Omar,Male,Cuba,Christian,Maria,Female
Cuba,3,False,Caribbean,Thailand,Budhist,Suthin,Male,Japan,Shintoist,Akira,Female,Cuba,Christian,Maria,Female,Bangladesh,Muslim,Rashid,Male
Cuba,3,True,South Asia,Vietnam,Budhist,Minh,Female,Japan,Shintoist,Keiko,Male,Bangladesh,Muslim,Rashid,Male,Cuba,Christian,Carlos,Male
Thailand,4,True,South Asia,Japan,Shintoist,Keiko,Female,Thailand,Budhist,Somchai,Male,Cuba,Christian,Carlos,Male,India,Hindu,Priya,Female
Japan,3,True,South Asia,Vietnam,Budhist,Linh,Female,Cuba,Christian,Carlos,Male,India,Hindu,Ravi,Male,Japan,Shintoist,Keiko,Female
Cuba,3,True,Southeast Asia,Cuba,Christian,Carlos,Male,Nepal,Hindu,Prakash,Male,Thailand,Budhist,Suthin,Female,Japan,Shintoist,Akira,Female
Cuba,3,True,Southeast Asia,Nepal,Hindu,Arjun,Male,Cuba,Christian,Elena,Female,Vietnam,Budhist,Minh,Male,Japan,Shintoist,Hideo,Male
Japan,3,False,East Asia,Cuba,Christian,Carlos,Male,Thailand,Budhist,Sombat,Male,Japan,Shintoist,Keiko,Female,Pakistan,Muslim,Rashid,Male
Cuba,3,True,East Asia,Pakistan,Muslim,Imran,Male,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Akira,Male,Cuba,Christian,Miguel,Male
Thailand,2,True,South Asia,Cuba,Christian,Carlos,Male,India,Hindu,Priya,Female,Thailand,Budhist,Somchai,Male,Iran,Muslim,Reza,Male
Vietnam,4,True,South Asia,Vietnam,Budhist,Binh,Male,Iran,Muslim,Reza,Male,Cuba,Christian,Maria,Female,India,Hindu,Priya,Female
Nepal,3,False,South Asia,Iran,Muslim,Reza,Male,Cuba,Christian,Maria,Female,Nepal,Hindu,Prakash,Male,Thailand,Budhist,Sombat,Male
Iran,3,True,Caribbean,Vietnam,Budhist,Linh,Female,Nepal,Hindu,Raj,Male,Cuba,Christian,Elena,Female,Iran,Muslim,Amir,Male
Thailand,4,True,Caribbean,Iraq,Muslim,Rashid,Male,India,Hindu,Priya,Female,Thailand,Budhist,Somchai,Male,Cuba,Christian,Carlos,Male
Vietnam,2,False,Southeast Asia,Iraq,Muslim,Tariq,Male,Vietnam,Budhist,Linh,Female,Cuba,Christian,Carlos,Male,India,Hindu,Raj,Male
Cuba,3,False,Caribbean,Iraq,Muslim,Zahra,Female,Thailand,Budhist,Somporn,Male,Cuba,Christian,Miguel,Male,Nepal,Hindu,Ravi,Male
Vietnam,2,True,Caribbean,Iraq,Muslim,Amir,Male,Cuba,Christian,Elena,Female,Nepal,Hindu,Rajesh,Male,Vietnam,Budhist,Linh,Female
Thailand,2,True,South Asia,Turkey,Muslim,Ahmet,Male,India,Hindu,Priya,Female,Cuba,Christian,Carlos,Male,Thailand,Budhist,Somchai,Male
Cuba,4,False,Caribbean,Vietnam,Budhist,Minh,Male,India,Hindu,Priya,Female,Turkey,Muslim,Aydin,Male,Cuba,Christian,Elena,Female
Turkey,1,True,Caribbean,Cuba,Christian,Carlos,Male,Nepal,Hindu,Arun,Male,Thailand,Budhist,Suri,Female,Turkey,Muslim,Mehmet,Male
Cuba,4,True,Middle East,Vietnam,Budhist,Minh,Male,Cuba,Christian,Elena,Female,Nepal,Hindu,Raj,Male,Turkey,Muslim,Kemal,Male
Cuba,3,True,North Africa,Cuba,Christian,Carlos,Male,Thailand,Budhist,Suri,Female,Algeria,Muslim,Karim,Male,India,Hindu,Priya,Female
Algeria,3,False,North Africa,Cuba,Christian,Carlos,Male,India,Hindu,Rajesh,Male,Algeria,Muslim,Fatima,Female,Vietnam,Budhist,Minh,Female
Nepal,2,True,Southeast Asia,Algeria,Muslim,Zara,Female,Thailand,Budhist,Somchai,Male,Cuba,Christian,Miguel,Male,Nepal,Hindu,Priya,Female
Algeria,3,True,Southeast Asia,Cuba,Christian,Carlos,Male,Algeria,Muslim,Farid,Male,Vietnam,Budhist,Linh,Female,Nepal,Hindu,Ravi,Male
India,3,True,Caribbean,Egypt,Muslim,Zahra,Female,India,Hindu,Rajesh,Male,Cuba,Christian,Miguel,Male,Thailand,Budhist,Somchai,Male
Egypt,2,True,South Asia,Cuba,Christian,Miguel,Male,India,Hindu,Priya,Female,Egypt,Muslim,Hassan,Male,Vietnam,Budhist,Linh,Female
Egypt,3,True,Caribbean,Egypt,Muslim,Amira,Female,Nepal,Hindu,Ravi,Male,Cuba,Christian,Carlos,Male,Thailand,Budhist,Somporn,Female
Vietnam,2,True,North Africa,Vietnam,Budhist,Linh,Female,Egypt,Muslim,Amira,Female,Cuba,Christian,Carlos,Male,Nepal,Hindu,Raj,Male
Cuba,3,True,Southeast Asia,Cuba,Christian,Carlos,Male,Sudan,Muslim,Amir,Male,Thailand,Budhist,Suri,Female,India,Hindu,Priya,Female
Cuba,4,True,Southeast Asia,Sudan,Muslim,Zara,Female,Cuba,Christian,Miguel,Male,India,Hindu,Priya,Female,Vietnam,Budhist,Linh,Female
Thailand,4,False,Southeast Asia,Cuba,Christian,Carlos,Male,Nepal,Hindu,Priya,Female,Sudan,Muslim,Omar,Male,Thailand,Budhist,Somchai,Male
Sudan,3,False,North Africa,Vietnam,Budhist,Linh,Female,Cuba,Christian,Carlos,Male,Sudan,Muslim,Adil,Male,Nepal,Hindu,Rajesh,Male
China,3,True,South Asia,Dominican Republic,Christian,Carlos,Male,Uzbekistan,Muslim,Aziz,Male,India,Hindu,Priya,Female,China,Non-religious,Wei,Female
Nepal,2,True,East Asia,Dominican Republic,Christian,Carlos,Male,China,Non-religious,Mei,Female,Uzbekistan,Muslim,Aziz,Male,Nepal,Hindu,Prakash,Male
Thailand,3,True,East Asia,Dominican Republic,Christian,Carlos,Male,Uzbekistan,Muslim,Azam,Male,China,Non-religious,Mei,Female,Thailand,Budhist,Somchai,Male
Uzbekistan,3,True,East Asia,Dominican Republic,Christian,Carlos,Male,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Uzbekistan,Muslim,Aziz,Male
Dominican Republic,4,False,Caribbean,Uzbekistan,Muslim,Aziz,Male,India,Hindu,Priya,Female,Japan,Shintoist,Keiko,Female,Dominican Republic,Christian,Miguel,Male
Nepal,4,True,Central Asia,Nepal,Hindu,Arjun,Male,Dominican Republic,Christian,Elena,Female,Japan,Shintoist,Hiro,Male,Uzbekistan,Muslim,Rustam,Male
Dominican Republic,4,False,Caribbean,Japan,Shintoist,Kenji,Male,Uzbekistan,Muslim,Azim,Male,Thailand,Budhist,Somchai,Female,Dominican Republic,Christian,Maria,Female
Vietnam,4,True,East Asia,Uzbekistan,Muslim,Aziz,Male,Dominican Republic,Christian,Maria,Female,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Keiko,Female
India,4,True,Caribbean,Uzbekistan,Muslim,Rashid,Male,Thailand,Budhist,Suri,Female,India,Hindu,Vikram,Male,Dominican Republic,Christian,Elena,Female
India,4,True,Southeast Asia,Dominican Republic,Christian,Maria,Female,Uzbekistan,Muslim,Aziz,Male,India,Hindu,Rahul,Male,Vietnam,Budhist,Linh,Female
Dominican Republic,2,False,Caribbean,Uzbekistan,Muslim,Akmal,Male,Dominican Republic,Christian,Maria,Female,Thailand,Budhist,Suri,Female,Nepal,Hindu,Raj,Male
Nepal,3,True,Southeast Asia,Uzbekistan,Muslim,Rashid,Male,Nepal,Hindu,Arun,Male,Vietnam,Budhist,Mai,Female,Dominican Republic,Christian,Diego,Male
India,3,True,Caribbean,China,Non-religious,Wei,Male,Iran,Muslim,Reza,Male,Dominican Republic,Christian,Maria,Female,India,Hindu,Vikram,Male
Iran,3,True,East Asia,Nepal,Hindu,Aarav,Male,Iran,Muslim,Fatima,Female,China,Non-religious,Wei,Male,Dominican Republic,Christian,Sofia,Female
China,3,False,East Asia,Dominican Republic,Christian,Carlos,Male,Iran,Muslim,Reza,Male,China,Non-religious,Mei,Female,Thailand,Budhist,Suri,Female
China,1,False,East Asia,China,Non-religious,Wei,Female,Iran,Muslim,Kazemi,Male,Vietnam,Budhist,Nguyen,Female,Dominican Republic,Christian,Rodriguez,Male
Iraq,2,True,East Asia,Iraq,Muslim,Zara,Female,China,Non-religious,Li,Male,Dominican Republic,Christian,Miguel,Male,India,Hindu,Raj,Male
Dominican Republic,4,True,East Asia,Nepal,Hindu,Amrita,Female,Dominican Republic,Christian,Diego,Male,Iraq,Muslim,Khalid,Male,China,Non-religious,Lin,Female
China,4,True,Middle East,Dominican Republic,Christian,Diego,Male,Thailand,Budhist,Suri,Female,China,Non-religious,Chen,Male,Iraq,Muslim,Tariq,Male
China,2,False,East Asia,Vietnam,Budhist,Linh,Female,China,Non-religious,Wei,Male,Dominican Republic,Christian,Miguel,Male,Iraq,Muslim,Karim,Male
Dominican Republic,3,True,East Asia,India,Hindu,Vikram,Male,Dominican Republic,Christian,Carmelo,Male,China,Non-religious,Mei,Female,Turkey,Muslim,Kemal,Male
Turkey,2,True,East Asia,Dominican Republic,Christian,Miguel,Male,China,Non-religious,Mei,Female,Turkey,Muslim,Ayşe,Female,Nepal,Hindu,Rajesh,Male
China,2,True,Caribbean,Thailand,Budhist,Somchai,Male,Dominican Republic,Christian,Isabella,Female,Turkey,Muslim,Mehmet,Male,China,Non-religious,Lin,Female
China,3,True,Middle East,China,Non-religious,Mei,Female,Vietnam,Budhist,Linh,Male,Turkey,Muslim,Kemal,Male,Dominican Republic,Christian,Diego,Male
Algeria,2,True,Caribbean,China,Non-religious,Mei,Female,Dominican Republic,Christian,Carlos,Male,Algeria,Muslim,Youssef,Male,India,Hindu,Rajesh,Male
China,4,True,Caribbean,China,Non-religious,Wei,Male,Algeria,Muslim,Fatima,Female,Nepal,Hindu,Raj,Male,Dominican Republic,Christian,Maria,Female
Algeria,3,True,East Asia,Algeria,Muslim,Adil,Male,Thailand,Budhist,Somchai,Female,China,Non-religious,Wei,Male,Dominican Republic,Christian,Miguel,Male
Vietnam,2,True,East Asia,Vietnam,Budhist,Minh,Female,China,Non-religious,Wei,Male,Algeria,Muslim,Karim,Male,Dominican Republic,Christian,Isabella,Female
Dominican Republic,3,False,Caribbean,China,Non-religious,Wei,Male,Egypt,Muslim,Amira,Female,Dominican Republic,Christian,Carlos,Male,India,Hindu,Priya,Female
Dominican Republic,4,True,East Asia,Dominican Republic,Christian,Javier,Male,Egypt,Muslim,Malik,Male,Nepal,Hindu,Anaya,Female,China,Non-religious,Lin,Female
Egypt,3,False,North Africa,China,Non-religious,Mei,Female,Dominican Republic,Christian,Rafael,Male,Egypt,Muslim,Karim,Male,Thailand,Budhist,Sombat,Female
Vietnam,3,True,Caribbean,Vietnam,Budhist,Minh,Male,Egypt,Muslim,Amira,Female,Dominican Republic,Christian,Carlos,Male,China,Non-religious,Wei,Female
Sudan,4,True,Caribbean,China,Non-religious,Mei,Female,India,Hindu,Raj,Male,Sudan,Muslim,Omar,Male,Dominican Republic,Christian,Elena,Female
Nepal,4,True,East Asia,Dominican Republic,Christian,Carlos,Male,Nepal,Hindu,Priya,Female,Sudan,Muslim,Omar,Male,China,Non-religious,Lin,Female
Dominican Republic,1,True,East Asia,China,Non-religious,Wei,Male,Dominican Republic,Christian,Carlos,Male,Thailand,Budhist,Suri,Female,Sudan,Muslim,Hassan,Male
China,3,False,East Asia,Vietnam,Budhist,Minh,Female,Dominican Republic,Christian,Carlos,Male,China,Non-religious,Wei,Male,Sudan,Muslim,Hassan,Male
Bangladesh,4,True,East Asia,Thailand,Budhist,Niran,Male,Dominican Republic,Christian,Elena,Female,Bangladesh,Muslim,Kamal,Male,China,Non-religious,Wei,Female
China,3,True,Southeast Asia,China,Non-religious,Wei,Male,Dominican Republic,Christian,Carlos,Male,Vietnam,Budhist,Linh,Female,Bangladesh,Muslim,Rafiq,Male
Thailand,4,True,South Asia,Dominican Republic,Christian,Carlos,Male,China,Non-religious,Wei,Female,Thailand,Budhist,Somchai,Male,India,Hindu,Priya,Female
China,2,True,Southeast Asia,China,Non-religious,Wang,Female,Vietnam,Budhist,Tran,Male,India,Hindu,Sharma,Male,Dominican Republic,Christian,Rodriguez,Male
Nepal,2,False,South Asia,China,Non-religious,Mei,Female,Nepal,Hindu,Raj,Male,Thailand,Budhist,Sak,Male,Dominican Republic,Christian,Carlos,Male
Vietnam,4,True,East Asia,Vietnam,Budhist,Minh,Male,Nepal,Hindu,Rajesh,Male,Dominican Republic,Christian,Isabella,Female,China,Non-religious,Zhang,Male
Thailand,2,True,East Asia,Thailand,Budhist,Somchai,Male,China,Non-religious,Li,Female,Dominican Republic,Christian,Maria,Female,Pakistan,Muslim,Ahmed,Male
Dominican Republic,1,False,Caribbean,Dominican Republic,Christian,Rafael,Male,China,Non-religious,Li,Female,Vietnam,Budhist,Minh,Male,Pakistan,Muslim,Amir,Male
Japan,2,True,South Asia,Iran,Muslim,Reza,Male,India,Hindu,Priya,Female,Dominican Republic,Christian,Carlos,Male,Japan,Shintoist,Keiko,Female
Japan,4,False,East Asia,Dominican Republic,Christian,Carlos,Male,Nepal,Hindu,Asha,Female,Iran,Muslim,Reza,Male,Japan,Shintoist,Keiko,Female
Dominican Republic,3,True,East Asia,Dominican Republic,Christian,Carlos,Male,Iran,Muslim,Reza,Male,Japan,Shintoist,Hana,Female,Thailand,Budhist,Siri,Female
Iran,2,True,Caribbean,Iran,Muslim,Reza,Male,Dominican Republic,Christian,Maria,Female,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Kenji,Male
Iraq,3,False,Middle East,India,Hindu,Arjun,Male,Dominican Republic,Christian,Isabella,Female,Iraq,Muslim,Khalid,Male,Japan,Shintoist,Hiro,Male
Dominican Republic,3,False,Caribbean,Iraq,Muslim,Karim,Male,Nepal,Hindu,Priya,Female,Dominican Republic,Christian,Miguel,Male,Japan,Shintoist,Hiro,Male
Dominican Republic,3,False,Caribbean,Japan,Shintoist,Hiroshi,Male,Thailand,Budhist,Somchai,Male,Dominican Republic,Christian,Maria,Female,Iraq,Muslim,Tariq,Male
Dominican Republic,4,True,Southeast Asia,Japan,Shintoist,Keiko,Female,Iraq,Muslim,Adnan,Male,Dominican Republic,Christian,Manuel,Male,Vietnam,Budhist,Minh,Female
Turkey,3,False,Middle East,Japan,Shintoist,Keiko,Female,Dominican Republic,Christian,Maria,Female,Turkey,Muslim,Mehmet,Male,India,Hindu,Raj,Male
Turkey,4,False,Middle East,Japan,Shintoist,Keiko,Female,Dominican Republic,Christian,Miguel,Male,Nepal,Hindu,Prakash,Male,Turkey,Muslim,Aylin,Female
Japan,4,True,Middle East,Dominican Republic,Christian,Carlos,Male,Thailand,Budhist,Sombat,Male,Japan,Shintoist,Akira,Female,Turkey,Muslim,Mehmet,Male
Dominican Republic,3,True,East Asia,Dominican Republic,Christian,Carlos,Male,Turkey,Muslim,Aydin,Male,Japan,Shintoist,Haru,Female,Vietnam,Budhist,Minh,Female
Japan,4,True,Caribbean,Algeria,Muslim,Karim,Male,India,Hindu,Priya,Female,Japan,Shintoist,Hiroshi,Male,Dominican Republic,Christian,Maria,Female
Dominican Republic,4,True,North Africa,Japan,Shintoist,Keiko,Female,Nepal,Hindu,Raj,Male,Dominican Republic,Christian,Miguel,Male,Algeria,Muslim,Fatima,Female
Japan,3,True,North Africa,Dominican Republic,Christian,Carlos,Male,Japan,Shintoist,Hiroshi,Male,Algeria,Muslim,Amira,Female,Thailand,Budhist,Somporn,Female
Vietnam,3,True,East Asia,Algeria,Muslim,Malik,Male,Vietnam,Budhist,Linh,Female,Japan,Shintoist,Keiko,Female,Dominican Republic,Christian,Carlos,Male
Japan,4,False,East Asia,Egypt,Muslim,Hassan,Male,Dominican Republic,Christian,Maria,Female,India,Hindu,Rahul,Male,Japan,Shintoist,Keiko,Female
Dominican Republic,1,True,North Africa,Egypt,Muslim,Zahra,Female,Dominican Republic,Christian,Miguel,Male,Nepal,Hindu,Aarav,Male,Japan,Shintoist,Akira,Female
Japan,3,False,East Asia,Dominican Republic,Christian,Rafael,Male,Egypt,Muslim,Amira,Female,Japan,Shintoist,Hiroshi,Male,Thailand,Budhist,Somchai,Male
Dominican Republic,3,True,North Africa,Japan,Shintoist,Haru,Female,Dominican Republic,Christian,Miguel,Male,Egypt,Muslim,Amira,Female,Vietnam,Budhist,Linh,Male
India,4,False,South Asia,Japan,Shintoist,Keiko,Female,Dominican Republic,Christian,Carlos,Male,Sudan,Muslim,Ahmed,Male,India,Hindu,Priya,Female
